Name,Family,Infraorder,Suborder,Order,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period,Avialae
Luoyanggia,Oviraptoridae,,Theropoda,Saurischia,1,Omnivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Nankangia,,,Theropoda,Saurischia,1,Omnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Oviraptor,Oviraptoridae,,Theropoda,Saurischia,1,Omnivore,89.8,72.1,17.700000000000003,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Yulong,Oviraptoridae,,Theropoda,Saurischia,1,Omnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Avimimus,Avimimidae,,Theropoda,Saurischia,2,Omnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Caudipteryx,Caudipteridae,,Theropoda,Saurischia,2,Omnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Incisivosaurus,,,Theropoda,Saurischia,1,Omnivore,125.77,100.5,25.269999999999996,Barremian,Albian,Lower Cretaceous,Lower Cretaceous,False
Ningyuansaurus,,,Theropoda,Saurischia,1,Omnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Protarchaeopteryx,,,Theropoda,Saurischia,1,Omnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Saurexallopus,,,Theropoda,Saurischia,3,Omnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Ambopteryx,Scansoriopterygidae,,Theropoda,Saurischia,1,Carnivore,161.5,145.0,16.5,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Scansoriopteryx,Scansoriopterygidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Yi,Scansoriopterygidae,,Theropoda,Saurischia,1,Carnivore,165.3,154.8,10.5,Callovian,Oxfordian,Middle Jurassic,Upper Jurassic,False
Migmanychion,,,Theropoda,Saurischia,1,Carnivore,121.4,119.5,1.9000000000000057,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Yixianosaurus,,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Deinocheirus,Deinocheiridae,,Theropoda,Saurischia,1,"Herbivore, omnivore",100.5,66.0,34.5,Cenomanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Garudimimus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Harpymimus,Harpymimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",109.9,100.5,9.400000000000006,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Paraxenisaurus,Deinocheiridae,,Theropoda,Saurischia,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Tyrannomimus,Deinocheiridae,,Theropoda,Saurischia,1,"Herbivore, omnivore",121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Lepidocheirosaurus,,,Neornithischia,Ornithischia,1,"Herbivore, omnivore",168.2,145.0,23.19999999999999,Bathonian,Tithonian,Middle Jurassic,Upper Jurassic,False
Aepyornithomimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Anserimimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Archaeornithomimus,Ornithomimidae,,Theropoda,Saurischia,2,"Herbivore, omnivore",93.9,72.1,21.80000000000001,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Dromiceiomimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Gallimimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",93.9,66.0,27.900000000000006,Turonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Ornithomimus,Ornithomimidae,,Theropoda,Saurischia,4,"Herbivore, omnivore",83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Qiupalong,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Rativates,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Sinornithomimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Struthiomimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tototlmimus,Ornithomimidae,,Theropoda,Saurischia,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Afromimus,Noasauridae,,Theropoda,Saurischia,1,"Herbivore, omnivore",113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Arkansaurus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Aviatyrannis,,,Theropoda,Saurischia,1,"Herbivore, omnivore",154.8,149.2,5.600000000000023,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,False
Beishanlong,Deinocheiridae,,Theropoda,Saurischia,1,"Herbivore, omnivore",121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Hexing,,,Theropoda,Saurischia,1,"Herbivore, omnivore",125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Kinnareemimus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Nqwebasaurus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",145.0,132.6,12.400000000000006,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Pelecanimimus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Shenzhousaurus,,,Theropoda,Saurischia,1,"Herbivore, omnivore",125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Enigmosaurus,,,Theropoda,Saurischia,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Erliansaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Eshanosaurus,,,Theropoda,Saurischia,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic,False
Nanshiungosaurus,Therizinosauridae,,Theropoda,Saurischia,2,Herbivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Neimongosaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Nothronychus,Therizinosauridae,,Theropoda,Saurischia,2,Herbivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Paralitherizinosaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Segnosaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Suzhousaurus,,,Theropoda,Saurischia,1,Herbivore,121.4,109.9,11.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Therizinosaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tiantaisaurus,Therizinosauridae,,Theropoda,Saurischia,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Alxasaurus,,,Theropoda,Saurischia,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Beipiaosaurus,,,Theropoda,Saurischia,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Martharaptor,,,Theropoda,Saurischia,1,Herbivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Erlikosaurus,Therizinosauridae,,Theropoda,Saurischia,1,Carnivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Falcarius,,,Theropoda,Saurischia,1,Carnivore,145.0,132.6,12.400000000000006,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Fukuivenator,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Jianchangosaurus,,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Lingyuanosaurus,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Aerosteon,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Australovenator,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,119.5,89.8,29.700000000000003,Aptian,Turonian,Lower Cretaceous,Upper Cretaceous,False
Maip,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Megaraptor,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,93.9,86.3,7.6000000000000085,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous,False
Murusraptor,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,89.8,86.3,3.5,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous,False
Orkoraptor,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Tratayenia,Megaraptoridae,,Theropoda,Saurischia,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Aoniraptor,,,Theropoda,Saurischia,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Phuwiangvenator,,,Theropoda,Saurischia,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Siats,,Tetanurae,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Vayuraptor,,,Theropoda,Saurischia,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Albinykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Ceratonykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Dzharaonyx,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Jaculinykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Khulsanurus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Linhenykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Mononykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Ondogurvel,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Parvicursor,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Shuvuuia,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Xixianykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Achillesaurus,,,Theropoda,Saurischia,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Albertonykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Alnashetri,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Alvarezsaurus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous,False
Elopteryx,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Trierarchuncus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Bannykus,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Bonapartenykus,,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Haplocheirus,,,Theropoda,Saurischia,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Nemegtonykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Patagonykus,,,Theropoda,Saurischia,1,Carnivore,93.9,86.3,7.6000000000000085,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous,False
Qiupanykus,Alvarezsauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tugulusaurus,,,Theropoda,Saurischia,1,Carnivore,119.5,100.5,19.0,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Xiyunykus,,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Aorun,,,Theropoda,Saurischia,1,Carnivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic,False
Shishugounykus,,,Theropoda,Saurischia,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Guanlong,Proceratosauridae,,Theropoda,Saurischia,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Kileskus,Proceratosauridae,,Theropoda,Saurischia,1,Carnivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Proceratosaurus,Proceratosauridae,,Theropoda,Saurischia,1,Carnivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic,False
Sinotyrannus,Proceratosauridae,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Yutyrannus,Proceratosauridae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Daspletosaurus,Tyrannosauridae,,Theropoda,Saurischia,3,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Thanatotheristes,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Alioramus,Tyrannosauridae,,Theropoda,Saurischia,2,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Asiatyrannus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Dynamoterror,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Lythronax,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Nanuqsaurus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Teratophoneus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Tyrannosaurus,Tyrannosauridae,,Theropoda,Saurischia,2,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Zhuchengtyrannus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Albertosaurus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Gorgosaurus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Tarbosaurus,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,89.8,66.0,23.799999999999997,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Alectrosaurus,,,Theropoda,Saurischia,1,Carnivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Appalachiosaurus,,,Theropoda,Saurischia,1,Carnivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Bagaraatan,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Bistahieversor,,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Calamosaurus,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Dilong,,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Dryptosaurus,Dryptosauridae,,Theropoda,Saurischia,1,Carnivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Eotyrannus,,,Theropoda,Saurischia,1,Carnivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous,False
Gualicho,,,Theropoda,Saurischia,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Jinbeisaurus,,,Theropoda,Saurischia,1,Carnivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Juratyrant,Stokesosauridae,,Theropoda,Saurischia,1,Carnivore,146.3,145.0,1.3000000000000114,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic,False
Labocania,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Moros,,,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Raptorex,Tyrannosauridae,,Theropoda,Saurischia,1,Carnivore,125.77,66.0,59.769999999999996,Barremian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Santanaraptor,,,Theropoda,Saurischia,1,Carnivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Stokesosaurus,Stokesosauridae,,Theropoda,Saurischia,1,Carnivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Suskityrannus,,,Theropoda,Saurischia,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Teihivenator,,,,,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,
Timimus,,,Theropoda,Saurischia,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Timurlengia,,,Theropoda,Saurischia,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Xiongguanlong,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Aniksosaurus,,,Theropoda,Saurischia,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous,False
Aristosuchus,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Compsognathus,Compsognathidae,,Theropoda,Saurischia,1,"Carnivore, insectivore",154.8,146.3,8.5,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Huaxiagnathus,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Mirischia,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Ornitholestes,,,Theropoda,Saurischia,1,Carnivore,157.9,145.0,12.900000000000006,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic,False
Scipionyx,,,Theropoda,Saurischia,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Sinocalliopteryx,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Xunmenglong,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,132.6,125.77,6.829999999999998,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous,False
Aratasaurus,,,Theropoda,Saurischia,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous,False
Bicentenaria,,,Theropoda,Saurischia,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous,False
Coelurus,Coeluridae,,Theropoda,Saurischia,1,Carnivore,157.9,113.0,44.900000000000006,Oxfordian,Aptian,Upper Jurassic,Lower Cretaceous,False
Juravenator,,,Theropoda,Saurischia,1,Carnivore,152.2,149.2,3.0,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic,False
Kol,,,Theropoda,Saurischia,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous,False
Lourinhanosaurus,,,Theropoda,Saurischia,1,Carnivore,152.2,146.3,5.899999999999977,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Nedcolbertia,,,Theropoda,Saurischia,1,Carnivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous,False
Ngexisaurus,,,,,1,Carnivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic,
Sinosauropteryx,Compsognathidae,,Theropoda,Saurischia,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Tanycolagreus,,,Theropoda,Saurischia,1,Carnivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Trisauropodiscus,,,,Ornithischia,7,Carnivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic,False
Xinjiangovenator,,,Theropoda,Saurischia,1,Carnivore,119.5,100.5,19.0,Aptian,Albian,Lower Cretaceous,Lower Cretaceous,False
Zuolong,,,Theropoda,Saurischia,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic,False
Bahariasaurus,Bahariasauridae,,Theropoda,Saurischia,1,Carnivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous,False
Shanyangosaurus,,,Theropoda,Saurischia,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous,False
Saurophaganax,,,Theropoda,Saurischia,1,Carnivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Datanglong,,Tetanurae,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
Lusovenator,,,Theropoda,Saurischia,1,Carnivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic,False
Siamraptor,,,Theropoda,Saurischia,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous,False
